index,label,pred,score,logit,text similarity,text_score,text_logit,image_score,image_logit
10,1,0,0.12610102,-1.9358814,0.9744401574134828,0.12610102,-1.9358814,0.12610102,-1.9358814
15,1,0,0.003963198,-5.526733,0.9057416915893556,0.003963198,-5.526733,0.003963198,-5.526733
29,1,0,0.0007564152,-7.1861634,0.9373714327812196,0.0007564152,-7.1861634,0.0007564152,-7.1861634
62,1,1,0.99784386,6.1372924,1.0000001192092896,0.99784386,6.1372924,0.99784386,6.1372924
66,0,1,0.8194433,1.5125799,1.0000001192092896,0.8194433,1.5125799,0.8194433,1.5125799
124,1,1,0.9987733,6.702219,1.0,0.9987733,6.702219,0.9987733,6.702219
152,0,1,0.9925136,4.8871527,0.7816317081451416,0.9925136,4.8871527,0.9925136,4.8871527
161,0,1,0.9999578,10.07188,1.0,0.9999578,10.07188,0.9999578,10.07188
191,1,0,0.46153396,-0.15416878,0.8909140229225159,0.46153396,-0.15416878,0.46153396,-0.15416878
222,0,0,3.8520997e-05,-10.1642685,1.000000238418579,3.8520997e-05,-10.1642685,3.8520997e-05,-10.1642685
261,0,1,0.7275167,0.9820594,0.8358640670776367,0.7275167,0.9820594,0.7275167,0.9820594
292,0,1,0.99995196,9.943541,1.0,0.99995196,9.943541,0.99995196,9.943541
308,1,1,0.99994874,9.877499,0.9999998807907104,0.99994874,9.877499,0.99994874,9.877499
333,1,1,0.997837,6.134098,1.0000001192092896,0.997837,6.134098,0.997837,6.134098
334,1,0,0.30459663,-0.82550365,0.8448121547698975,0.30459663,-0.82550365,0.30459663,-0.82550365
346,1,1,0.99997485,10.590677,1.0,0.99997485,10.590677,0.99997485,10.590677
376,1,0,0.32045034,-0.7517029,0.806212842464447,0.32045034,-0.7517029,0.32045034,-0.7517029
389,1,1,0.909333,2.3055182,0.9876207113265992,0.909333,2.3055182,0.909333,2.3055182
407,0,1,0.93933874,2.7398715,1.0,0.93933874,2.7398715,0.93933874,2.7398715
416,1,0,0.45939875,-0.16276336,0.5936421751976013,0.45939875,-0.16276336,0.45939875,-0.16276336
430,1,1,0.9998882,9.0986805,1.0,0.9998882,9.0986805,0.9998882,9.0986805
451,0,0,0.00015345363,-8.781959,1.0,0.00015345363,-8.781959,0.00015345363,-8.781959
483,0,1,0.52822286,0.11301166,0.8824029564857483,0.52822286,0.11301166,0.52822286,0.11301166
517,0,0,4.932739e-05,-9.916982,1.0,4.932739e-05,-9.916982,4.932739e-05,-9.916982
520,0,0,3.0360146e-05,-10.402349,0.9999999403953552,3.0360146e-05,-10.402349,3.0360146e-05,-10.402349
535,1,1,0.99895006,6.857953,0.8311287760734558,0.99895006,6.857953,0.99895006,6.857953
581,1,0,0.08468372,-2.3803463,0.9500789046287536,0.08468372,-2.3803463,0.08468372,-2.3803463
583,0,1,0.9998815,9.040833,1.0,0.9998815,9.040833,0.9998815,9.040833
596,0,1,0.8632089,1.8422022,0.9474097490310668,0.8632089,1.8422022,0.8632089,1.8422022
608,0,1,0.9996457,7.944931,1.0,0.9996457,7.944931,0.9996457,7.944931
610,1,1,0.99954957,7.7048817,1.0000001192092896,0.99954957,7.7048817,0.99954957,7.7048817
612,0,1,0.5778444,0.31393057,0.8777891397476196,0.5778444,0.31393057,0.5778444,0.31393057
630,0,1,0.99360645,5.0460625,1.0,0.99360645,5.0460625,0.99360645,5.0460625
647,1,0,0.24762234,-1.1113336,0.8386921882629395,0.24762234,-1.1113336,0.24762234,-1.1113336
672,0,0,0.0016924758,-6.379869,1.0000001192092896,0.0016924758,-6.379869,0.0016924758,-6.379869
686,1,0,0.20919225,-1.3298013,0.5025193691253662,0.20919225,-1.3298013,0.20919225,-1.3298013
702,1,0,0.3769815,-0.50238013,0.9999999403953552,0.3769815,-0.50238013,0.3769815,-0.50238013
725,0,0,1.03649145e-05,-11.477074,1.0,1.03649145e-05,-11.477074,1.03649145e-05,-11.477074
746,0,0,0.100059986,-2.1965582,1.0,0.100059986,-2.1965582,0.100059986,-2.1965582
763,0,0,0.23424627,-1.1844876,0.9999999403953552,0.23424627,-1.1844876,0.23424627,-1.1844876
777,0,0,0.00027575903,-8.195707,1.0000001192092896,0.00027575903,-8.195707,0.00027575903,-8.195707
828,1,0,0.48789057,-0.048447177,0.6753179430961609,0.48789057,-0.048447177,0.48789057,-0.048447177
839,0,1,0.99729496,5.909952,1.0,0.99729496,5.909952,0.99729496,5.909952
850,0,1,0.93924713,2.738265,0.9124603867530824,0.93924713,2.738265,0.93924713,2.738265
878,0,1,0.93895197,2.7331023,1.0,0.93895197,2.7331023,0.93895197,2.7331023
915,1,0,0.006535604,-5.0239334,0.9501240849494934,0.006535604,-5.0239334,0.006535604,-5.0239334
948,0,0,0.3687445,-0.5376068,0.9466720819473268,0.3687445,-0.5376068,0.3687445,-0.5376068
964,0,1,0.9999684,10.360774,1.0,0.9999684,10.360774,0.9999684,10.360774
970,1,1,0.9998636,8.900219,0.7068206071853638,0.9998636,8.900219,0.9998636,8.900219
980,0,0,0.4559646,-0.17659909,1.0,0.4559646,-0.17659909,0.4559646,-0.17659909
982,0,1,0.9999753,10.609617,1.0,0.9999753,10.609617,0.9999753,10.609617
986,1,0,0.040317185,-3.169825,0.9568096399307252,0.040317185,-3.169825,0.040317185,-3.169825
989,0,1,0.9993698,7.3687983,1.0,0.9993698,7.3687983,0.9993698,7.3687983
1009,0,0,1.4702665e-05,-11.127467,1.000000238418579,1.4702665e-05,-11.127467,1.4702665e-05,-11.127467
1073,1,1,0.99988544,9.074415,1.0000001192092896,0.99988544,9.074415,0.99988544,9.074415
1084,0,0,0.00021379029,-8.450301,1.0,0.00021379029,-8.450301,0.00021379029,-8.450301
1101,0,1,0.9999008,9.218643,1.0,0.9999008,9.218643,0.9999008,9.218643
1120,1,1,0.9999789,10.768133,1.0,0.9999789,10.768133,0.9999789,10.768133
1143,0,0,0.21305145,-1.3066292,0.9990841150283812,0.21305145,-1.3066292,0.21305145,-1.3066292
1194,1,1,0.9999101,9.317349,0.8938167691230774,0.9999101,9.317349,0.9999101,9.317349
1203,0,0,0.010775801,-4.519618,1.0,0.010775801,-4.519618,0.010775801,-4.519618
1211,0,0,9.9999525e-05,-9.210245,0.9999998807907104,9.9999525e-05,-9.210245,9.9999525e-05,-9.210245
1213,1,0,0.24487047,-1.1261599,0.992518961429596,0.24487047,-1.1261599,0.24487047,-1.1261599
1233,1,1,0.99990535,9.265628,0.8481890559196472,0.99990535,9.265628,0.99990535,9.265628
