index,label,pred,score,logit,text similarity,text_score,text_logit,image_score,image_logit
10,1,1,0.9999864,11.206173,1.0000001192092896,0.037808623,-3.2366762,0.9999864,11.210382
15,1,1,0.9999981,13.169794,1.0,0.98026294,3.9053226,0.9999981,13.159091
29,1,1,0.9999957,12.358862,1.0000001192092896,0.998248,6.3451896,0.9999957,12.363453
62,1,1,0.9999789,10.766214,1.0000001192092896,0.98663217,4.301449,0.9999789,10.764411
66,0,1,0.94944805,2.9328792,1.0,0.94944805,2.9328787,0.00036903826,-7.904241
124,1,1,0.9999833,11.000726,1.0,0.9993211,7.29434,0.9999833,11.003971
152,0,1,0.9814255,3.9672177,1.0,0.7775224,1.251286,0.9814255,3.967216
161,0,1,0.96432686,3.2970324,1.0,0.96432686,3.2970326,0.008842221,-4.7193356
191,1,0,0.30039155,-0.845434,0.7116968631744385,0.30039155,-0.84543407,0.0057076877,-5.1602173
222,0,0,0.018681483,-3.9613643,1.000000238418579,0.018681483,-3.9613643,4.977936e-06,-12.21049
261,0,1,0.9912412,4.728901,1.0,0.9912412,4.728903,0.0046828846,-5.359147
292,0,1,0.9960299,5.5249896,1.0,0.9960299,5.5250063,0.09197441,-2.2897623
308,1,1,0.9999776,10.705921,0.9999998807907104,0.9977093,6.0766115,0.9999776,10.705095
333,1,1,0.98713857,4.3405776,0.6838687062263489,0.98713857,4.3405757,0.8780906,1.974472
334,1,1,0.8385583,1.6475401,0.8386316299438477,0.68316245,0.76834345,0.8385583,1.6475402
346,1,1,0.99999833,13.303327,1.0,0.9987608,6.6920557,0.99999833,13.273396
376,1,1,0.9678908,3.4059765,0.9606609344482422,0.92393,2.4969828,0.9678908,3.4059763
389,1,1,0.9933744,5.0101676,1.0000001192092896,0.9933744,5.010165,0.16409284,-1.6280851
407,0,1,0.9986749,6.6249633,1.0,0.9986749,6.6250014,3.3528522e-05,-10.303081
416,1,1,0.9505971,2.9570813,0.3595559597015381,0.9505971,2.9570827,0.53886,0.15575415
430,1,1,0.9986064,6.5744586,1.0,0.9986064,6.574436,0.010832449,-4.5143175
451,0,1,0.9916203,4.7735286,1.0,0.0068616886,-4.9749165,0.9916203,4.773531
483,0,1,0.99833727,6.3976297,1.0,0.99833727,6.3976154,9.742571e-06,-11.538996
517,0,0,0.008376341,-4.7739325,1.0,0.008376341,-4.7739325,2.0897728e-06,-13.078453
520,0,1,0.52489144,0.099648125,0.6711267828941345,0.52489144,0.09964803,0.00033548666,-7.999593
535,1,1,0.9999926,11.815244,1.0000001192092896,0.99970645,8.133139,0.9999926,11.814161
581,1,1,0.9999931,11.881935,1.0000001192092896,0.9975617,6.014022,0.9999931,11.884829
583,0,1,0.9970285,5.8157225,1.0,0.9970285,5.815729,0.06308636,-2.6980865
596,0,1,0.7351703,1.0210153,1.0,0.7351703,1.0210154,0.00026651192,-8.229825
608,0,1,0.9597786,3.1723037,1.0,0.9597786,3.1723032,0.9096759,2.309684
610,1,1,0.9995591,7.7262616,1.0000001192092896,0.9995591,7.7262936,0.99315864,4.977894
612,0,1,0.98082316,3.9346888,1.0,0.98082316,3.934688,2.731938e-05,-10.507887
630,0,1,0.9716052,3.532743,0.9881632328033448,0.9716052,3.5327427,0.10166419,-2.1788688
647,1,1,0.9999893,11.442565,0.9999998807907104,0.999338,7.319559,0.9999893,11.444017
672,0,1,0.8583303,1.8014908,1.0,0.8583303,1.8014908,3.4324516e-05,-10.279616
686,1,1,0.99938524,7.39366,0.8413451910018921,0.99891603,6.826,0.99938524,7.393712
702,1,1,0.97227174,3.5571833,0.9999999403953552,0.839544,1.6548394,0.97227174,3.5571837
725,0,0,0.0045903632,-5.379195,1.0,0.0045903632,-5.379195,4.4500753e-06,-12.322585
746,0,0,0.26098248,-1.0408683,1.0,0.26098248,-1.0408684,0.00042830475,-7.755247
763,0,1,0.99880815,6.7310524,1.0,0.99880815,6.7310753,3.0127505e-06,-12.712654
777,0,0,0.2854287,-0.9176905,1.0000001192092896,0.2854287,-0.9176905,1.0699243e-05,-11.445327
828,1,1,0.9999795,10.79487,1.0000001192092896,0.999556,7.719235,0.9999795,10.79257
839,0,1,0.9999379,9.686573,1.0,0.065497436,-2.6580033,0.9999379,9.687307
850,0,1,0.53879404,0.15548871,0.8809291124343872,0.53879404,0.15548849,0.03239151,-3.3969312
878,0,1,0.7999074,1.3857156,1.0,0.14588974,-1.767209,0.7999074,1.3857157
915,1,1,0.9999918,11.70827,1.0,0.99533737,5.3634944,0.9999918,11.711382
948,0,1,0.793859,1.3483455,0.9625294208526612,0.793859,1.3483453,0.00011382222,-9.080759
964,0,1,0.9999777,10.711254,1.0,0.98199844,3.999132,0.9999777,10.70992
970,1,1,0.9822865,4.015557,0.9011639952659608,0.9822865,4.015554,0.97223514,3.5558274
980,0,1,0.994395,5.1784787,1.0,0.994395,5.1784716,4.1180624e-06,-12.400124
982,0,1,0.99970347,8.123055,1.0,0.998262,6.35324,0.99970347,8.12332
986,1,1,0.99999714,12.764329,0.9999998807907104,0.030768858,-3.45,0.99999714,12.7606945
989,0,1,0.99298394,4.9525123,1.0,0.99298394,4.952507,0.17804909,-1.5296215
1009,0,0,0.04274362,-3.1088514,0.8915557861328125,0.04274362,-3.1088514,1.8928455e-06,-13.177427
1073,1,1,0.9998989,9.199404,1.0000001192092896,0.9969265,5.7818604,0.9998989,9.199063
1084,0,0,0.017836113,-4.008533,1.0,0.017836113,-4.008533,1.3128246e-06,-13.543328
1101,0,1,0.5967313,0.39186382,0.9424487352371216,0.5967313,0.39186385,0.00013014048,-8.946766
1120,1,1,0.9999939,12.010553,1.0,0.9992163,7.1506863,0.9999939,12.012597
1143,0,1,0.9375732,2.7093,1.0,0.9375732,2.7092993,1.4383917e-05,-11.149385
1194,1,1,0.999998,13.10917,1.0000001192092896,0.99976665,8.362719,0.999998,13.101417
1203,0,0,0.10023116,-2.1946588,1.0,0.10023116,-2.1946588,2.1195021e-06,-13.064327
1211,0,1,0.9960627,5.533314,1.0,0.007881709,-4.8352976,0.9960627,5.5333176
1213,1,1,0.9998265,8.659107,0.9999999403953552,0.9991955,7.1244345,0.9998265,8.658863
1233,1,1,0.99995184,9.940922,1.0,0.9986915,6.637557,0.99995184,9.940865
1255,0,1,0.9758995,3.7011278,1.0,0.9758995,3.7011268,0.0015233699,-6.485306
1287,0,0,0.017933395,-4.0029945,1.0,0.017933395,-4.0029945,1.2087598e-05,-11.3233185
1332,0,1,0.6138363,0.46346688,0.9057486057281494,0.6138363,0.46346682,3.427705e-05,-10.281
1333,0,0,0.035792474,-3.2935688,1.0,0.035792474,-3.2935688,2.5027877e-05,-10.595495
1354,1,0,0.009393495,-4.6583,1.0,0.009393495,-4.6583,0.0002662011,-8.230992
1359,1,1,0.9997179,8.1729355,1.0,0.9864043,4.28431,0.9997179,8.173
1386,0,1,0.9989365,6.845102,1.0,0.4894132,-0.04235348,0.9989365,6.8450704
1433,1,1,0.9999969,12.684285,0.9999998807907104,0.78539246,1.2973726,0.9999969,12.69672
1475,1,1,0.99939656,7.412265,0.8761811852455139,0.9992213,7.157194,0.99939656,7.4123707
1477,0,0,0.17620122,-1.5422996,0.8247260451316833,0.17620122,-1.5422997,5.2844293e-06,-12.150741
