index,label,score,pred,score_text,score_image,logit_text,logit_image
0,1,0.99954272,1,0.99998784,0.9990976,11.314311,7.009567
1,0,0.49982325048,0,0.00030140096,0.9993451,-8.106768,7.330355
2,0,0.499867015352,0,6.9960704e-05,0.99966407,-9.567507,7.9983487
3,0,0.67989002,1,0.36138728,0.99839276,-0.569348,6.431675
4,1,0.9997925000000001,1,0.9999924,0.9995926,11.784372,7.805416
5,1,0.9998919799999999,1,0.99999166,0.9997923,11.689814,8.479017
6,1,0.99897552,1,0.99955624,0.9983948,7.719864,6.432908
7,0,0.49859682901999997,0,0.00058021804,0.99661344,-7.451526,5.6845474
8,1,0.6958114049999999,1,0.99998236,0.39164045,10.942429,-0.44042176
9,1,0.983344215,1,0.9999815,0.96670693,10.896208,3.3685474
10,1,0.999564675,1,0.99967825,0.9994511,8.041406,7.50706
11,1,0.999872165,1,0.9999722,0.99977213,10.492347,8.3865595
12,1,0.99962577,1,0.9995616,0.99968994,7.7318993,8.078186
13,1,0.999323995,1,0.99910885,0.99953914,7.022173,7.681772
14,1,0.98875247,1,0.99997604,0.9775289,10.637887,3.7728
15,1,0.999644025,1,0.9999558,0.99933225,10.024876,7.310974
16,1,0.99979445,1,0.9999945,0.9995944,12.118917,7.809602
17,1,0.99869368,1,0.99984086,0.9975465,8.745665,6.0077634
18,1,0.9995490899999999,1,0.99994683,0.99915135,9.841742,7.070956
19,1,0.99988155,1,0.99999,0.9997731,11.510278,8.390559
20,0,0.94606717,1,0.8986325,0.99350184,2.1821218,5.029718
21,0,0.4993324811,0,0.0002491622,0.9984158,-8.297157,6.4461374
22,1,0.999699415,1,0.9999944,0.99940443,12.082847,7.4253345
23,1,0.999851865,1,0.99999523,0.9997085,12.251652,8.140377
24,1,0.998526095,1,0.99993396,0.99711823,9.625362,5.8464656
25,1,0.998972,1,0.99999106,0.99795294,11.620617,6.189311
26,0,0.000231333343,0,8.3064886e-05,0.0003796018,-9.395805,-7.876008
27,1,0.99770695,1,0.99998546,0.99542844,11.139535,5.383328
28,1,0.996084365,1,0.99995613,0.9922126,10.033478,4.84743
29,1,0.9996106650000001,1,0.9999863,0.99923503,11.201131,7.174884
30,1,0.9998722250000001,1,0.9999846,0.99975985,11.079697,8.334076
31,1,0.99246198,1,0.98740166,0.9975223,4.3615084,5.997942
32,0,0.8712335499999999,1,0.998694,0.7437731,6.6394644,1.0656729
33,1,0.99952495,1,0.9999758,0.9990741,10.62843,6.9838934
34,1,0.990890775,1,0.99999225,0.9817893,11.77183,3.9873664
35,1,0.933149625,1,0.99968195,0.8666173,8.053025,1.8713756
36,1,0.9977868999999999,1,0.9999492,0.9956246,9.887491,5.427368
37,1,0.9943026500000001,1,0.9999912,0.9886141,11.645039,4.4639254
38,1,0.99979885,1,0.9999926,0.9996051,11.8124485,7.8365984
