index,label,pred,score,logit,text similarity,text_score,text_logit,image_score,image_logit
10,1,1,0.99411076,5.128722,0.958267331123352,0.26317695,-1.0295212,0.9999864,11.210382
15,1,1,0.99404657,5.1178164,0.8162530660629272,0.9998596,8.87051,0.9999981,13.159091
29,1,1,0.99404776,5.1180177,0.8578346967697144,0.9998259,8.655511,0.9999957,12.363453
62,1,1,0.9940585,5.1198325,0.7154296040534973,0.99959475,7.8106055,0.9999789,10.764411
66,0,0,3.0783405e-05,-10.388504,0.9958613514900208,0.9681332,3.4138038,0.00036903826,-7.904241
124,1,1,0.9940692,5.1216507,1.0,0.9993211,7.29434,0.9999833,11.003971
152,0,1,0.99716944,5.8644443,1.0,0.7775224,1.251286,0.9814255,3.967216
161,0,0,5.0829934e-05,-9.886974,0.7185733914375305,0.9987196,6.659273,0.008842221,-4.7193356
191,1,0,4.5181834e-05,-10.00477,1.0,0.99961853,7.8713036,0.0057076877,-5.1602173
222,0,0,1.4849529e-06,-13.420126,1.000000238418579,0.018681483,-3.9613643,4.977936e-06,-12.21049
261,0,0,4.3402026e-05,-10.044961,0.8714744448661804,0.99958986,7.798437,0.0046828846,-5.359147
292,0,0,0.0022630815,-6.0887623,0.9668896198272704,0.99931085,7.2794204,0.09197441,-2.2897623
308,1,1,0.9941339,5.13268,0.9999998807907104,0.9977093,6.0766115,0.9999776,10.705095
333,1,1,0.9987865,6.71304,0.953147292137146,0.99892753,6.8367453,0.8780906,1.974472
334,1,0,0.10283431,-2.1661215,0.6899543404579163,0.50191003,0.0076402724,0.8385583,1.6475402
346,1,1,0.99409,5.1251855,1.0,0.9987608,6.6920557,0.99999833,13.273396
376,1,1,0.9959337,5.50095,0.7414531111717224,0.9995515,7.7091246,0.9678908,3.4059763
389,1,0,0.08903971,-2.3254168,1.0,0.9933744,5.010165,0.16409284,-1.6280851
407,0,0,3.607723e-05,-10.229813,1.0,0.9986749,6.6250014,3.3528522e-05,-10.303081
416,1,1,0.99996936,10.393278,0.9349374771118164,0.99797994,6.202616,0.53886,0.15575415
