index,label,pred,score,logit,ssim,text similarity,text_score,text_logit,image_score,image_logit
10,1,0,0.019733017,-3.905532,0.6143879890441895,0.9978373050689696,0.03946328,-3.1921215,2.7515046e-06,-12.80336
15,1,0,0.4020165,-0.39707005,0.5787214040756226,0.996501088142395,0.80403227,1.4116895,6.935351e-07,-14.181463
29,1,0,0.48653325,-0.053879976,0.8361099362373352,0.944365620613098,0.9730638,3.5869799,2.672359e-06,-12.832546
62,1,0,0.49241862,-0.03032781,0.7250977158546448,1.0000001192092896,0.9848305,4.1731815,6.747813e-06,-11.906285
66,0,1,0.97554994,3.6863685,0.688660740852356,0.7478905916213989,0.99805605,6.2410626,0.9530438,3.010447
124,1,1,0.9406808,2.763671,0.7890157103538513,1.0,0.99939024,7.401862,0.88197136,2.0112326
152,0,1,0.8801105,1.993477,1.0,1.0,0.78087217,1.2707559,0.9793488,3.8591113
161,0,1,0.9968956,5.771829,0.7022811770439148,0.9612321853637696,0.9939126,5.0954175,0.99987864,9.017002
191,1,0,0.4971825,-0.011270195,0.7821293473243713,0.8254407644271851,0.9943627,5.17271,2.247136e-06,-13.005852
222,0,1,0.50037295,0.0014917448,0.7071370482444763,1.000000238418579,0.017862277,-4.0070405,0.98288363,4.0504518
261,0,1,0.9168019,2.3996673,0.7790774703025818,0.9935463070869446,0.99757415,6.0191255,0.83602965,1.6289784
292,0,1,0.53482544,0.13952772,1.0,1.0,0.99572194,5.4499826,0.0739289,-2.5278473
308,1,0,0.4999227,-0.00030921708,0.8754814267158508,0.9999998807907104,0.9973845,5.9436727,0.0024608723,-6.0047755
333,1,0,0.49872172,-0.005113121,0.7164012789726257,1.0000001192092896,0.9974396,5.965051,3.810178e-06,-12.477831
334,1,0,0.42390049,-0.30678168,0.7629595994949341,0.9131357669830322,0.8477982,1.7174354,2.7710544e-06,-12.79628
346,1,0,0.49926254,-0.0029497694,0.7096575498580933,1.0,0.998522,6.5155973,3.117701e-06,-12.6784115
376,1,0,0.38344485,-0.47495198,0.666854977607727,0.8609818816184998,0.7668052,1.1903588,8.452071e-05,-9.378429
389,1,0,0.49672925,-0.013083198,0.8222554922103882,1.0000001192092896,0.9934564,5.022705,2.0829702e-06,-13.081714
407,0,1,0.99933434,7.314059,0.8235432505607605,1.0,0.9986766,6.6262426,0.999992,11.744297
416,1,0,0.49978313,-0.0008674449,0.9028292298316956,0.8804471492767334,0.99956256,7.734147,3.7108928e-06,-12.504234
430,1,0,0.4992676,-0.0029296235,0.7883213758468628,1.0,0.9985349,6.524411,2.8959423e-07,-15.054785
451,0,1,0.50266623,0.010665085,0.8357427716255188,0.9697636961936952,0.0053426833,-5.2266703,0.99998975,11.482738
483,0,1,0.99945486,7.513915,0.8659351468086243,0.8703908920288086,0.9989967,6.903448,0.9999131,9.350092
517,0,0,0.0044037187,-5.4208927,0.6406962275505066,1.0,0.008781491,-4.726289,2.5946987e-05,-10.559429
520,0,1,0.9897839,4.57352,0.8770306706428528,0.5754690170288086,0.9805737,3.9215124,0.99899405,6.9008317
535,1,1,0.5002877,0.0011508992,0.7767329812049866,0.7750319242477417,0.9990947,7.006335,0.0014807039,-6.513756
581,1,0,0.13847224,-1.8280374,0.860089123249054,0.918146014213562,0.27694327,-0.95967495,1.2125547e-06,-13.62278
583,0,1,0.5248703,0.09956331,1.0,1.0,0.9965603,5.6689367,0.053180248,-2.8794217
596,0,1,0.9973677,5.937254,0.8502365350723267,0.9107953310012816,0.99483526,5.260721,0.9999001,9.210892
608,0,1,0.9341138,2.6516693,1.0,1.0,0.9580353,3.1280572,0.9101923,2.3159852
610,1,0,0.49980015,-0.0007994389,0.7321621179580688,0.7731704711914062,0.9995989,7.821007,1.3905176e-06,-13.485833
612,0,1,0.99872756,6.665546,0.8989291787147522,0.8458608388900757,0.9994832,7.567535,0.99797183,6.198616
630,0,0,0.48319948,-0.06722742,0.836524248123169,0.9711726307868958,0.91616684,2.3913708,0.05023214,-2.9395626
647,1,0,0.4996525,-0.0013899922,0.8568602800369263,0.9999998807907104,0.99927443,7.2277584,3.0555857e-05,-10.395924
672,0,0,0.4329739,-0.26972798,0.8760085105895996,1.0000001192092896,0.83053726,1.5894394,0.03541052,-3.3046937
