index,label,pred,score,logit,ssim,text similarity,text_score,text_logit,image_score,image_logit
0,1,0,4.4615063e-06,-12.32002,0.5976406335830688,1.0000001192092896,0.9999883,11.353462,4.4615063e-06,-12.32002
1,0,0,0.0005763936,-7.458143,0.6867151260375977,0.9961806535720825,0.0005763936,-7.458143,0.9994771,7.555454
2,0,0,8.7547734e-05,-9.343239,0.728096067905426,0.9887805581092834,8.7547734e-05,-9.343239,0.99965584,7.973948
3,0,0,0.47390705,-0.10446667,0.6480614542961121,0.999796986579895,0.47390705,-0.10446665,0.9987122,6.6534934
4,1,0,6.4227365e-06,-11.95566,0.6393741965293884,0.9978134036064148,0.99999285,11.851831,6.4227365e-06,-11.95566
5,1,0,1.3140986e-05,-11.239761,0.8072101473808289,0.9997770190238953,0.99999213,11.759804,1.3140986e-05,-11.239761
6,1,0,8.914215e-06,-11.627854,0.8556832671165466,0.9992190003395081,0.99959093,7.8010674,8.914215e-06,-11.627854
7,0,0,0.0008077699,-7.120425,0.8564345240592957,0.9985501170158386,0.0008077699,-7.120425,0.99300706,4.955841
8,1,0,0.39509046,-0.42596415,1.0,1.0,0.9999814,10.89243,0.39509046,-0.42596418
9,1,0,4.5533293e-06,-12.299647,0.6631402969360352,0.9989979863166809,0.99998,10.819527,4.5533293e-06,-12.299647
10,1,0,4.711789e-06,-12.265438,0.6344377994537354,0.9968005418777466,0.9996544,7.9700174,4.711789e-06,-12.265438
11,1,0,7.4787586e-06,-11.803436,0.6954922080039978,0.9997877478599548,0.99997306,10.523405,7.4787586e-06,-11.803436
12,1,1,0.9993426,7.3265915,0.6424652934074402,0.9980318546295166,0.9993426,7.326616,0.99974614,8.278345
13,1,1,0.9988569,6.7728696,0.6441798210144043,0.9999040365219116,0.9988569,6.7728605,0.9996137,7.858563
14,1,0,6.385652e-06,-11.961451,0.6964340209960938,0.9994652271270752,0.9999777,10.711275,6.385652e-06,-11.961451
15,1,0,4.9244622e-06,-12.221291,0.7977854609489441,0.9973809123039246,0.9999566,10.045878,4.9244622e-06,-12.221291
