index,label,pred,score,logit,text similarity,text_score,text_logit,image_score,image_logit,hotflip_flips
0,1,1,0.99998784,11.3174,1.0000001192092896,0.99998784,11.31431,0.99639744,5.6224947,0
1,0,1,0.997182,5.86891,1.0,0.00030140037,-8.10677,0.997182,5.868891,0
2,0,1,0.99801046,6.217859,1.0,6.996044e-05,-9.567511,0.99801046,6.2178235,0
3,0,1,0.9950577,5.3049703,1.0,0.3613869,-0.56934965,0.9950577,5.304968,0
4,1,1,0.9999924,11.783494,1.0000001192092896,0.9999924,11.784372,0.9984711,6.481713,0
5,1,1,0.99999166,11.693882,1.0,0.99999166,11.689807,0.99882394,6.7443967,0
6,1,1,0.99955624,7.7197905,1.0,0.99955624,7.719859,0.99805605,6.241065,0
7,0,1,0.9954066,5.3785367,1.0,0.0005802197,-7.4515233,0.9954066,5.378529,0
8,1,1,0.99998236,10.945155,1.0000001192092896,0.99998236,10.942432,0.737676,1.0339243,0
9,1,1,0.9999815,10.898942,1.000000238418579,0.9999815,10.896212,0.9955968,5.4210076,0
10,1,1,0.99967825,8.041427,1.0,0.99967825,8.041411,0.9977812,6.108584,0
11,1,1,0.9999722,10.491319,1.000000238418579,0.9999722,10.492346,0.9978867,6.1573863,0
12,1,1,0.9995616,7.7319584,0.9999999403953552,0.9995616,7.731897,0.99800044,6.212822,0
13,1,1,0.99910885,7.022107,1.0,0.99910885,7.022182,0.9977951,6.1148543,0
14,1,1,0.99997604,10.639056,1.0000001192092896,0.99997604,10.637883,0.9948835,5.270164,0
15,1,1,0.9999558,10.026139,1.0000001192092896,0.9999558,10.024873,0.9969331,5.7840223,0
16,1,1,0.9999945,12.113738,1.0000001192092896,0.9999945,12.118916,0.9981166,6.27281,0
17,1,1,0.99984086,8.74554,1.0,0.99984086,8.745665,0.99907315,6.982834,0
18,1,1,0.99994683,9.842013,1.0,0.99994683,9.841736,0.99610716,5.5447273,0
19,1,1,0.99999,11.511559,1.0000001192092896,0.99999,11.510282,0.9990115,6.9183817,0
20,0,1,0.99668807,5.7069063,1.0,0.8986328,2.1821256,0.99668807,5.7068973,0
21,0,1,0.9949114,5.2756457,1.0,0.000249161,-8.297162,0.9949114,5.2756376,0
22,1,1,0.9999944,12.092232,1.0000001192092896,0.9999944,12.082846,0.99707663,5.832101,0
