index,label,pred,score,logit,text similarity,text_score,text_logit,image_score,image_logit,hotflip_flips
0,1,1,0.9981456,6.288327,1.0000001192092896,0.99998784,11.31431,0.9963033,5.596628,0
1,0,0,0.49920124,-0.0031950797,1.0,0.00030140037,-8.10677,0.99810106,6.2645416,0
2,0,0,0.49911395,-0.0035442861,1.0000001192092896,6.996044e-05,-9.567511,0.9981579,6.2950096,0
3,0,1,0.6782223,0.74561423,1.0,0.3613869,-0.56934965,0.9950577,5.304968,0
4,1,1,0.9991057,7.0185657,1.0000001192092896,0.9999924,11.784372,0.99821895,6.328806,0
5,1,1,0.99936175,7.356148,1.0,0.99999166,11.689807,0.9987318,6.668875,0
6,1,1,0.99892247,6.832003,1.0,0.99955624,7.719859,0.9982887,6.3688226,0
7,0,0,0.49779198,-0.008832123,1.0000001192092896,0.0005802197,-7.4515233,0.99500376,5.294067,0
8,1,1,0.7255353,0.97208697,1.0000001192092896,0.99998236,10.942432,0.45108813,-0.19627522,0
9,1,1,0.99875295,6.685728,1.000000238418579,0.9999815,10.896212,0.99752444,5.998797,0
10,1,1,0.99877447,6.7031546,1.0,0.99967825,8.041411,0.9978707,6.1498384,0
11,1,1,0.9989325,6.8413496,1.000000238418579,0.9999722,10.492346,0.9978927,6.1602373,0
12,1,1,0.99891806,6.8279138,0.9999999403953552,0.9995616,7.731897,0.99827456,6.3605604,0
13,1,1,0.99849993,6.5007424,1.0,0.99910885,7.022182,0.997891,6.15944,0
14,1,1,0.99853617,6.5252337,1.0000001192092896,0.99997604,10.637883,0.9970963,5.8388505,0
15,1,1,0.9984159,6.4461455,1.0000001192092896,0.9999558,10.024873,0.996876,5.7655163,0
16,1,1,0.9992849,7.242405,1.0000001192092896,0.9999945,12.118916,0.9985753,6.55237,0
17,1,1,0.99939454,7.40891,1.0,0.99984086,8.745665,0.9989483,6.856202,0
18,1,1,0.997808,6.120737,1.0,0.99994683,9.841736,0.9956691,5.43765,0
19,1,1,0.9994168,7.4464455,1.0000001192092896,0.99999,11.510282,0.99884367,6.7613897,0
20,0,1,0.94766045,2.8962438,1.0,0.8986328,2.1821256,0.99668807,5.7068973,0
21,0,0,0.49805394,-0.0077843666,1.0,0.000249161,-8.297162,0.9958587,5.482611,0
22,1,1,0.9985801,6.5557466,1.0000001192092896,0.9999944,12.082846,0.99716586,5.863167,0
23,1,1,0.9987234,6.662268,1.0,0.99999523,12.251654,0.9974515,5.969702,0
24,1,1,0.99672586,5.7184196,1.0000001192092896,0.99993396,9.625361,0.99351776,5.032186,0
25,1,1,0.80772674,1.4353062,1.0,0.99999106,11.620618,0.61546236,0.47033203,0
26,0,0,0.00026842344,-8.222676,1.0,8.306457e-05,-9.395809,0.0004537823,-7.697439,0
27,1,1,0.99744856,5.968544,1.0000001192092896,0.99998546,11.139529,0.9949116,5.2756996,0
28,1,1,0.9980045,6.2148614,1.0000001192092896,0.99995613,10.033476,0.99605286,5.530825,0
29,1,1,0.9981401,6.285369,1.0,0.9999863,11.201136,0.99629396,5.5940747,0
30,1,1,0.9995173,7.6356773,1.0,0.9999846,11.079693,0.9990501,6.958186,0
31,1,1,0.99154294,4.7642603,1.0,0.98740166,4.3615146,0.99568427,5.4411707,0
32,0,1,0.9876272,4.3798056,1.0,0.998694,6.6394663,0.9765604,3.72961,0
33,1,1,0.99906826,6.9775248,1.0,0.9999758,10.628435,0.9981608,6.2965813,0
34,1,1,0.98711395,4.33864,1.0000001192092896,0.99999225,11.771831,0.9742357,3.6326656,0
35,1,1,0.95797396,3.1265311,1.0000001192092896,0.99968195,8.053024,0.916266,2.3926625,0
36,1,1,0.9981545,6.293169,1.0,0.9999492,9.887491,0.9963599,5.6120834,0
37,1,1,0.9991884,7.11572,1.0000001192092896,0.9999912,11.6450405,0.99838567,6.4271846,0
38,1,1,0.99972296,8.191063,1.0000001192092896,0.9999926,11.81245,0.99945337,7.5112514,0
39,1,1,0.99889314,6.8051224,1.0,0.99992716,9.527506,0.9978592,6.144404,0
40,1,1,0.999138,7.0553904,1.0000001192092896,0.99998486,11.098157,0.9982911,6.370165,0
41,1,1,0.63236296,0.5423674,1.0,0.2675885,-1.0068922,0.9971374,5.853152,0
42,1,1,0.9994521,7.5088954,1.0000001192092896,0.999933,9.611219,0.9989712,6.8783717,0
43,1,1,0.99688804,5.7693863,1.0000001192092896,0.9998995,9.204878,0.99387664,5.089502,0
44,1,1,0.9986426,6.600843,0.9999999403953552,0.99997306,10.519856,0.9973122,5.9163337,0
