index,label,logit_both,logit_img_only,logit_txt_only
0,1,9.71593,4.831303,-0.31663752
1,0,-5.524378,1.8659551,-0.09797126
2,0,-2.4106617,3.3071656,-0.33475935
3,0,-7.9080753,-1.2507684,0.03519769
4,1,-0.62304354,0.475716,-0.5011715
5,1,8.676102,3.5554998,-0.43561247
6,1,3.042997,0.34764427,-0.040793166
7,0,-3.430779,-0.87375224,-0.37963134
8,1,3.1036382,0.874584,-0.48680058
9,1,9.355054,3.191946,0.20172656
10,1,8.340176,4.482737,-0.4476046
11,1,7.2023244,5.480895,-0.41343737
12,1,4.8661766,4.726934,-0.29570445
13,1,9.0763035,4.589438,-0.6123618
14,1,8.139269,4.295833,-0.1740092
15,1,4.3448334,-1.2936418,0.07229656
16,1,6.903487,5.3020687,-0.03411074
17,1,8.325895,2.841123,-0.35343176
18,1,0.9237329,4.0391,0.060216956
19,1,6.275153,4.7040706,-0.48245627
20,0,0.11144236,2.5982146,-0.49070337
21,0,-9.473744,-1.562214,-0.14093755
22,1,0.110438764,2.2138762,-0.39933506
23,1,7.3586226,4.3367596,0.17698711
24,1,-4.753283,-5.827449,-0.18312536
25,1,2.1267319,-2.8960614,-0.22802313
26,0,-7.9752407,-3.7904384,-0.1816932
27,1,-3.3288455,-4.9537783,-0.37416303
28,1,1.6763382,3.1362052,-0.30348754
29,1,6.5065217,2.0356662,0.04319051
30,1,7.659156,4.99,-0.100540936
31,1,8.689663,5.2424345,-0.15767673
32,0,-7.0121675,-2.5544386,0.21325374
33,1,5.7101307,-0.4493379,-0.04715444
34,1,6.2065706,1.0245051,-0.03266006
35,1,6.5862026,1.6247131,-0.09951879
36,1,-3.7246192,-4.5404205,-0.07168426
37,1,-0.6122864,-5.6808853,-0.023803897
38,1,2.3446941,-2.087244,-0.09787251
39,1,6.461105,4.711034,-0.021591626
40,1,6.574638,3.6582184,-0.059194483
41,1,-1.9321827,1.956601,0.16299897
42,1,-0.8733367,-1.0462358,0.16069114
43,1,3.2445898,0.8041283,0.10144943
44,1,7.2379413,1.9705992,-0.47206354
45,1,9.76394,4.3097763,-0.25187537
46,1,8.168472,2.774776,-0.22961135
47,1,-1.7948763,2.4811263,-0.23809685
48,0,-8.217152,1.9882641,0.009739608
49,1,7.4757557,2.713782,0.12781784
50,0,-5.489455,-0.3307222,-0.5264071
51,1,7.2950344,5.12993,-0.13328193
52,1,9.655883,4.8116283,-0.056051202
53,1,6.380169,2.6768432,0.5668212
54,1,1.4580677,1.3920817,-0.43310377
55,1,0.45317283,3.411076,-0.30358326
56,1,4.149246,-0.09816098,-0.18705548
57,1,-1.6047906,-2.3152637,0.19484328
58,1,5.0337625,2.7929285,-0.2525103
59,1,8.821973,2.7860217,0.09185878
60,1,6.794372,4.348405,-0.36429006
61,1,7.7654543,3.1502385,-0.14503911
62,0,-7.1315374,-5.6403117,-0.42738557
63,1,5.2300806,0.46632737,-0.012121849
64,1,1.741967,-4.006776,-0.05645947
65,1,8.658718,3.081952,-0.46676734
66,0,2.6827629,-1.6899939,0.13894252
67,0,-9.237274,-2.688013,-0.16955128
68,1,-2.5514069,2.5455923,0.05763582
69,1,8.136098,3.0689883,-0.18900195
70,1,-1.4099305,1.2964916,-0.015096091
71,1,9.719303,4.330677,-0.1840725
72,1,8.6849575,3.3564005,-0.09780809
73,1,8.705118,4.5053496,-0.31415862
74,1,8.359854,3.8610387,-0.2601806
75,1,7.24408,4.4569125,-0.39013994
76,1,3.6757262,1.0093889,-0.34072685
77,1,3.6651201,-2.0184402,-0.019687623
78,1,-2.422704,2.5894115,-0.24373043
79,1,9.169996,3.8608537,-0.27717927
80,0,-4.5068207,0.17918688,-0.3895381
81,1,7.315198,2.5274565,-0.4073874
82,1,6.215925,0.9643395,-0.31573713
83,1,9.885904,5.4370656,-0.26738957
84,1,7.179826,3.046234,-0.5606278
85,1,9.472691,4.3258467,-0.17296287
86,1,-2.5403903,1.8368535,-0.270467
87,1,9.910535,5.4027696,-0.14693555
88,1,-0.38883677,-2.5752153,-0.06448032
89,0,-10.965041,-4.664089,-0.16997913
90,1,4.4663444,0.86942756,-0.11767296
91,1,8.711397,4.055809,-0.13753995
92,1,-0.051270306,-4.942965,-0.134314
93,1,2.4487636,0.3493675,-0.2136542
94,0,-10.592268,-3.4922428,-0.5375431
95,1,0.041075617,-2.695914,-0.21960413
96,1,8.836058,2.989946,-0.34422308
97,1,1.528384,4.7332516,-0.21979085
98,1,3.1562564,4.08931,-0.19476524
99,1,5.6093807,5.4561615,-0.35939133
100,1,1.4483819,-4.448783,-0.3011382
101,1,5.1656775,4.1099806,-0.2142505
102,1,1.6240654,-3.44241,-0.30027512
103,1,9.129903,4.207086,-0.11731735
104,1,4.4404244,5.063943,0.05309181
105,1,8.58675,3.5150323,-0.026365481
106,1,9.883167,5.098467,-0.45198858
107,1,2.8486385,-2.9071388,-0.38316163
108,1,6.39764,2.882366,0.023116589
109,1,3.4048204,-0.94916576,0.22739664
110,1,6.22932,2.9057288,-0.30586696
111,1,4.3536706,3.3453867,-0.41906
112,1,7.3788633,1.5820227,-0.41152495
113,0,-10.262373,-2.2902758,0.16232663
114,1,0.59469986,-5.73448,-0.092277184
115,1,8.82851,4.8401423,-0.30506116
116,0,-6.9300804,1.1053871,-0.3393883
117,1,1.2186482,4.655384,0.00978139
118,1,9.142668,3.9475563,-0.28953972
119,1,-0.9705386,-3.0649455,-0.058740243
120,1,7.306448,5.5758715,-0.2223863
121,1,5.438492,0.93100125,-0.4391049
122,1,0.22621122,-6.0193024,-0.41315365
123,0,3.1256475,1.2003334,-0.153825
124,1,9.435499,3.9653833,0.027216084
125,1,3.798525,1.5332677,-0.3077653
126,1,8.357067,3.5912971,-0.10682578
127,1,8.339586,3.177304,-0.41394514
128,1,7.9413223,2.5097086,-0.40770918
129,1,7.772069,2.3030434,0.020577736
130,1,9.807245,4.766367,-0.31329268
131,1,5.4714203,0.32497096,-0.35988104
132,1,-0.28202072,-5.827449,-0.39115033
133,1,8.511158,3.698689,-0.18945721
134,1,9.615623,5.070081,-0.22566047
135,1,8.666462,3.2839477,-0.07383114
136,1,4.714759,1.4864343,-0.5470122
137,1,3.4778075,-2.2902,-0.12983765
138,0,-9.219585,-3.2870145,-0.16387993
139,1,7.08162,1.7013694,-0.24606454
140,1,3.9056554,-0.61722374,0.20696223
141,1,8.242383,5.323677,-0.16837291
142,1,9.234268,5.4394627,-0.17513135
143,1,3.994491,0.48029804,-0.12376254
144,0,-10.23897,-3.7294018,-0.085622676
145,0,-8.835916,-5.3412566,-0.03237252
146,1,6.854068,4.361509,-0.23607427
147,1,-5.4788156,0.603291,-0.385795
148,1,-3.3558466,-0.5345273,-0.096191764
149,1,9.161478,5.4692564,0.039028212
150,1,-7.4883685,-4.1944594,-0.35173285
151,1,9.101456,4.6376123,-0.305973
152,1,2.6685553,0.4522491,0.045504957
153,1,0.890938,-0.8479099,0.017615888
154,1,9.453939,5.361264,-0.12993322
155,1,9.241224,3.7850165,0.103375554
156,0,-8.2388935,-0.6031905,-0.10418941
157,1,-1.8218844,2.8352294,-0.12879173
158,1,9.284817,3.6754475,0.20921347
159,1,8.727246,2.6752305,0.02236633
160,1,9.682035,5.205512,-0.19952905
161,1,3.0931163,5.423732,-0.43839076
162,1,3.5654526,1.1970687,0.16734143
163,1,1.8649676,-1.3157048,-0.3129757
164,1,6.534521,1.6844678,-0.15481147
165,1,7.211714,2.9152465,-0.19925842
166,1,5.7867193,1.952704,-0.2543681
167,0,-10.306427,-4.2340937,-0.005214695
168,1,-1.2923726,-1.7999713,-0.18981524
169,1,3.3743024,-2.282113,-0.065295815
170,1,6.3352222,0.43827742,0.06223973
171,0,-9.364941,-3.5941825,-0.21254
172,1,8.999056,2.8697815,-0.30294296
173,1,2.8058214,-0.5820329,0.20356737
174,1,8.788913,3.4845731,-0.23543352
175,0,-9.913478,-3.4202242,0.20771348
176,1,7.542076,2.3624215,0.06840793
177,1,-3.8630497,2.5782442,-0.36171576
178,1,8.36451,5.055386,-0.09359752
179,1,1.5011978,-2.9416275,-0.48673365
180,1,9.437002,4.5252056,-0.288856
181,1,1.1198457,0.6280133,-0.09327345
182,1,3.7383966,1.6826445,-0.20300312
183,1,2.5835104,-1.6319764,-0.26509792
184,1,1.7313802,4.374008,-0.2943454
185,1,8.555879,3.2977107,0.07192205
186,1,1.4433169,-4.5153184,-0.2582595
187,1,6.3046403,0.84531146,-0.3199045
188,1,2.165808,-2.113893,-0.5226074
189,1,-3.631846,1.8899565,-0.3017395
190,1,6.973487,1.1311579,-0.39055583
191,1,7.90607,2.3029523,0.037314042
192,1,8.15845,3.5810103,-0.19089817
193,1,8.915241,3.444919,0.17152822
194,1,6.464162,0.8403898,-0.1417805
195,0,-9.037207,-4.283182,-0.22705767
196,1,0.96308565,-4.2978525,-0.25066406
197,1,-5.4470024,2.3724964,-0.25263876
198,1,9.100147,5.0085106,0.17510958
199,1,-3.9009452,2.6884098,-0.26148304
200,1,4.6268363,-1.113272,-0.3327098
201,1,7.8745284,2.6470137,-0.3861543
202,0,-10.2137375,-2.1843517,-0.47867614
203,1,5.399445,0.7434517,-0.32983547
204,1,8.847233,2.7266922,-0.2625408
205,0,-9.434671,-5.8000326,-0.091600254
206,1,6.4636197,1.7494237,-0.5521109
207,1,-0.4580385,-4.452674,0.12575588
208,1,-0.82610714,1.8286321,-0.19765815
209,1,4.8703327,-0.94348943,-0.5269776
210,1,3.1721027,5.5923634,-0.6129397
211,1,8.439304,5.597623,-0.35777658
212,1,8.383289,3.0964234,0.33060193
213,1,2.2934537,4.2649336,-0.066174336
214,1,8.498886,3.1212473,-0.35722536
215,1,3.4745183,-0.6848277,-0.4515433
216,1,3.0910556,-2.2451432,-0.06247838
217,1,9.206442,3.1212335,0.063116334
218,1,-0.5614624,-5.453716,-0.04682131
219,1,9.683113,4.1882505,0.08903408
220,1,1.6195409,3.9121592,-0.30984136
221,1,5.4714847,-0.2933514,-0.18222824
222,1,9.627147,5.179705,0.077843115
223,1,8.338177,5.0683537,-0.041008368
224,0,-6.363969,1.2354019,-0.21661845
225,1,7.7568817,2.7557874,-0.086083144
226,1,8.54826,3.4915183,-0.38506222
227,1,9.527369,4.477458,-0.20348361
228,1,8.687208,2.91433,0.008565158
229,1,1.2985517,-3.3417854,-0.4787332
230,1,8.48531,3.8003333,-0.53207517
231,1,0.5757898,3.9446976,-0.10001639
232,1,1.230845,-2.7905345,-0.48009074
233,1,2.455268,-1.6660628,-0.20260194
234,0,-8.488081,-2.070632,0.11975464
235,0,-10.092943,-3.0673301,-0.41643298
236,1,6.7552633,4.4116945,-0.34740376
237,1,8.499992,4.01562,-0.038117222
238,1,0.5544039,-2.0664287,-0.110358685
239,1,0.6087942,-1.5954882,-0.39250404
240,1,8.244745,3.1812418,-0.32272798
241,1,8.82531,3.8103516,-0.17590882
242,1,5.982354,4.4908066,-0.19376993
243,0,-2.8511777,-5.912569,0.074158326
244,0,1.7609148,1.2218333,-0.1227103
245,1,2.3513727,-1.4065298,-0.19838041
246,1,3.1826952,3.8939712,-0.27125132
247,0,-7.3455644,0.05913748,-0.13219982
248,1,6.279669,5.3329754,-0.05458138
249,1,4.7799463,-1.8763553,0.027562119
250,0,-8.189463,-1.3362746,-0.111944064
251,0,-5.491199,0.026051253,-0.25937325
252,1,4.905107,-0.6934252,-0.24409321
253,0,-10.107536,-4.695181,-0.43509042
254,1,6.3453026,0.81954646,-0.47267944
255,1,9.207109,3.9121592,-0.041174047
256,1,5.5953703,2.5530956,0.052153964
257,1,7.1130476,0.683161,-0.32861167
258,1,8.539797,2.8290658,-0.014220893
259,1,-1.7456121,0.9651381,-0.12631151
260,1,4.1506147,0.52523386,0.18771824
261,1,6.664356,1.1826327,-0.090003364
262,1,-8.062347,1.2639242,-0.21815148
263,0,-7.2411356,0.5898342,-0.043949887
264,1,-2.1010041,-2.9793649,-0.18946636
265,1,-1.0539154,-0.8033468,-0.25718004
266,0,-8.574713,-1.8224807,-0.14389996
267,1,5.025091,0.6058342,-0.09550804
268,1,7.3017635,1.9994049,-0.14198397
269,1,3.616198,4.20778,-0.25030643
270,1,1.2589352,-4.001026,-0.35996938
271,1,3.6620522,-1.1186641,-0.19517559
272,1,7.776036,2.1654992,-0.32151774
273,1,-2.4125237,-6.268156,-0.07724084
274,1,1.0339135,-4.0989027,-0.22098565
275,1,6.4779344,1.370621,-0.08979382
276,1,5.413755,-0.19637123,-0.2570699
277,1,8.486879,2.683008,-0.07603894
278,1,0.7095785,-5.4413786,0.09968847
279,1,10.098606,5.119223,0.018306538
280,1,9.0100975,3.5765254,-0.28614587
281,1,2.4043484,-3.5320163,-0.16224656
282,1,9.353838,3.9121604,-0.050678246
