index,label,pred,score,logit,text similarity,text_score,text_logit,image_score,image_logit
0,1,1,0.9995407,7.6853185,0.9938879013061523,0.9999838,11.03278,0.9990976,7.009567
1,0,1,0.5000346,0.00013827322,0.9934441447257996,0.00072404975,-7.229926,0.9993451,7.330355
2,0,0,0.4998767,-0.00049311155,0.9848920106887817,8.9321984e-05,-9.3231735,0.99966407,7.9983487
3,0,1,0.67989004,0.75326645,1.0,0.36138728,-0.569348,0.99839276,6.431675
4,1,1,0.99979055,8.470813,0.9935150742530823,0.99998844,11.37086,0.9995926,7.805416
5,1,1,0.9998913,9.1266365,1.0,0.9999902,11.538893,0.9997923,8.479017
6,1,1,0.9980762,6.2515273,0.9787095189094543,0.9977576,6.0979533,0.9983948,6.432908
7,0,1,0.59435284,0.38198945,0.9377942681312561,0.1920922,-1.4364724,0.99661344,5.6845474
8,1,1,0.6958096,0.82742226,0.9562574625015259,0.9999788,10.762857,0.39164045,-0.44042176
9,1,1,0.98334146,4.078033,0.9798164963722229,0.99997604,10.641234,0.96670693,3.3685474
10,1,1,0.99946976,7.541645,0.9929777383804321,0.9994885,7.5776615,0.9994511,7.50706
11,1,1,0.99985754,8.856341,0.9697241187095642,0.999943,9.771799,0.99977213,8.3865595
12,1,1,0.9975332,6.0023646,0.9911581873893738,0.99537647,5.371956,0.99968994,8.078186
13,1,1,0.99850786,6.5060487,0.9410476684570312,0.9974765,5.979586,0.99953914,7.681772
14,1,1,0.98873603,4.4748187,0.9891664981842041,0.99994314,9.774877,0.9775289,3.7728
15,1,1,0.99963653,7.9194527,0.9980693459510803,0.99994075,9.734585,0.99933225,7.310974
16,1,1,0.9997939,8.48688,0.9864628314971924,0.99999344,11.932134,0.9995944,7.809602
17,1,1,0.99855506,6.5382442,0.9992567896842957,0.99956363,7.7367125,0.9975465,6.0077634
18,1,1,0.99954015,7.6841507,0.9879359602928162,0.99992895,9.551516,0.99915135,7.070956
19,1,1,0.9998642,8.904344,0.9671773910522461,0.9999553,10.014877,0.9997731,8.390559
20,0,1,0.9460672,2.8645751,1.0,0.8986325,2.1821218,0.99350184,5.029718
21,0,1,0.5001514,0.0006056382,0.9942507147789001,0.0018869272,-6.270917,0.9984158,6.4461374
22,1,1,0.9996986,8.106702,0.9767283201217651,0.9999927,11.823837,0.99940443,7.4253345
23,1,1,0.9998481,8.792316,0.9839807152748108,0.99998784,11.318531,0.9997085,8.140377
24,1,1,0.99837357,6.419739,0.986672043800354,0.9996289,7.898794,0.99711823,5.8464656
25,1,1,0.99897057,6.8777184,0.9963860511779785,0.9999882,11.344086,0.99795294,6.189311
26,0,0,0.00028694852,-8.155921,0.9917383790016174,0.0001942952,-8.545938,0.0003796018,-7.876008
27,1,1,0.997703,6.0738587,0.9958934187889099,0.9999776,10.704517,0.99542844,5.383328
28,1,1,0.99588853,5.489855,0.9798702001571655,0.99956447,7.7384415,0.9922126,4.84743
29,1,1,0.9996088,7.845938,0.9938647747039795,0.9999826,10.958345,0.99923503,7.174884
30,1,1,0.999853,8.825032,0.9613806009292603,0.9999461,9.827854,0.99975985,8.334076
31,1,1,0.98434246,4.1410213,0.9952614307403564,0.9711627,3.516824,0.9975223,5.997942
32,0,1,0.8712336,1.91191,1.0,0.998694,6.6394644,0.7437731,1.0656729
33,1,1,0.9994772,7.5558033,0.9929201006889343,0.9998803,9.031076,0.9990741,6.9838934
34,1,1,0.99088967,4.689194,0.9963310956954956,0.99999,11.509386,0.9817893,3.9873664
35,1,1,0.9330491,2.6344981,0.9971463680267334,0.9994808,7.562626,0.8666173,1.8713756
36,1,1,0.9977418,6.0909348,0.9881723523139954,0.999859,8.866985,0.9956246,5.427368
37,1,1,0.99429196,5.1601553,0.9867527484893799,0.99996984,10.407835,0.9886141,4.4639254
38,1,1,0.99978197,8.430642,0.9864804148674011,0.99995875,10.094808,0.9996051,7.8365984
39,1,1,0.9996605,7.9876733,0.9744983315467834,0.99980205,8.527203,0.9995189,7.6387806
40,1,1,0.9996082,7.8444147,0.984936535358429,0.99997425,10.568907,0.9992422,7.184313
41,1,1,0.60091865,0.4092943,0.9883338212966919,0.20239455,-1.3713951,0.99944276,7.491933
42,1,1,0.99927235,7.2249575,0.9776822924613953,0.99900925,6.916102,0.99953544,7.673866
43,1,1,0.9864758,4.28966,0.9920483231544495,0.9987571,6.689073,0.9741945,3.631027
44,1,1,0.99958867,7.795699,0.9993271231651306,0.9999547,10.000993,0.99922264,7.1587753
45,1,1,0.9109722,2.3255634,0.9986667633056641,0.99997437,10.573784,0.82197,1.5297518
46,1,1,0.9991636,7.0856,0.9973686933517456,0.9999696,10.401683,0.9983576,6.4099817
47,1,1,0.97001314,3.4765503,0.9927178621292114,0.94170964,2.782259,0.99831665,6.3852816
48,0,1,0.5302922,0.12131745,1.0,0.06283773,-2.7023008,0.99774665,6.09309
49,1,1,0.99950063,7.6016684,0.9904462695121765,0.9999434,9.779978,0.99905795,6.966467
50,0,1,0.50071985,0.002879404,0.9637511968612671,0.08065538,-2.4334755,0.9207843,2.453051
51,1,1,0.50917387,0.03669955,0.9879575967788696,0.019197697,-3.9335806,0.99915004,7.069483
52,1,1,0.9997589,8.330054,0.9997247457504272,0.99998343,11.008736,0.99953437,7.671534
53,1,1,0.9984449,6.4646688,0.99480140209198,0.99999106,11.619352,0.9968988,5.7728553
54,1,1,0.9954996,5.3990808,0.9947492480278015,0.9999832,10.994049,0.99101603,4.7032948
55,1,1,0.99363554,5.0506406,0.9923424124717712,0.98814815,4.4233437,0.9991229,7.0380034
56,1,1,0.99930274,7.2676616,0.9976627230644226,0.9999747,10.585384,0.9986307,6.592098
57,1,1,0.9996313,7.9051194,0.9886910319328308,0.9999677,10.341328,0.9992949,7.2564697
58,1,1,0.99981517,8.595867,0.9649060368537903,0.99998486,11.100686,0.9996455,7.944382
59,1,1,0.99974626,8.278958,0.991351842880249,0.99996614,10.294979,0.9995264,7.6545386
60,1,1,0.99973667,8.241827,0.9868013262748718,0.9996985,8.106465,0.9997749,8.398645
61,1,1,0.9993199,7.2926064,0.9864850044250488,0.99999344,11.930952,0.99864644,6.6036773
62,0,0,0.01601563,-4.118045,0.994562029838562,0.031358197,-3.4304192,0.00067306444,-7.302996
63,1,1,0.9981951,6.31545,0.9983733892440796,0.99998593,11.1709585,0.9964043,5.6244183
64,1,1,0.98654884,4.2951474,0.9865139126777649,0.9999125,9.343399,0.9731852,3.5916204
65,1,1,0.99929357,7.254574,0.9879778623580933,0.9999105,9.320612,0.9986767,6.626297
66,0,1,0.99983126,8.686978,1.0,0.9999745,10.57757,0.999688,8.0723295
67,0,0,0.37402692,-0.5149796,0.9965152144432068,0.0014494114,-6.535147,0.74660444,1.0805837
68,1,1,0.99957037,7.752156,0.998383104801178,0.99981385,8.588631,0.9993268,7.3028507
