index,label,pred,score,logit,ssim,text similarity,text_score,text_logit,image_score,image_logit
10,1,0,0.3495171,-0.62116253,1.0,0.7769129872322083,0.3495171,-0.6211624,2.6085427e-05,-10.554108
15,1,1,0.58957905,0.3622254,1.0,0.8621799945831299,0.58957905,0.36222544,5.4821644e-06,-12.114005
29,1,1,0.9134299,2.3562524,1.0,0.987728476524353,0.9134299,2.356253,1.1247598e-06,-13.69794
62,1,1,0.9354805,2.6740925,1.0,0.8084326982498169,0.9354805,2.6740923,0.20902258,-1.3308272
66,0,1,0.9351005,2.667814,1.0,1.0,0.9351005,2.667814,0.0004331516,-7.7439895
124,1,1,0.99931777,7.2894545,0.9999998807907104,1.0,0.99931777,7.289374,3.2401e-05,-10.337289
152,0,1,0.9753573,3.678323,1.0,1.0,0.8006497,1.3903599,0.9753573,3.6783228
161,0,1,0.96508616,3.3193343,1.0,1.0,0.96508616,3.3193343,0.008982886,-4.7034106
191,1,1,0.8511154,1.7433763,1.0,0.7196975946426392,0.8511154,1.7433764,3.9567436e-05,-10.137465
222,0,0,0.016433356,-4.091872,1.0,1.000000238418579,0.016433356,-4.091872,2.0365217e-06,-13.104265
261,0,1,0.987455,4.3658094,1.0,1.0,0.987455,4.3658066,0.0047825086,-5.337996
292,0,1,0.99504733,5.3028636,1.0,1.0,0.99504733,5.302869,0.05481102,-2.8474936
308,1,1,0.997614,6.035759,1.0,0.9999998807907104,0.997614,6.035773,1.0441785e-05,-11.469685
333,1,1,0.99738556,5.944088,1.0,1.0000001192092896,0.99738556,5.9440966,0.21444978,-1.2983087
334,1,1,0.947667,2.8963761,1.0,0.9584935307502748,0.947667,2.8963764,0.025231358,-3.6541126
346,1,1,0.99881566,6.737381,1.0,1.0,0.99881566,6.737362,3.025171e-05,-10.405928
376,1,1,0.7601446,1.1534724,1.0,0.9646022915840148,0.6454963,0.59930086,0.7601446,1.1534723
389,1,1,0.99296194,4.9493604,1.0,1.0000001192092896,0.99296194,4.9493523,0.0022947271,-6.074844
