index,label,score,pred,score_text,score_image,logit_text,logit_image
0,1,0.9999261,1,0.99998784,0.9990976,11.314311,7.009567
1,0,0.36639392,0,0.00030140096,0.9993451,-8.106768,7.330355
2,0,0.3664402,0,6.9960704e-05,0.99966407,-9.567507,7.9983487
3,0,0.85740423,1,0.36138728,0.99839276,-0.569348,6.431675
4,1,0.9999261,1,0.9999924,0.9995926,11.784372,7.805416
5,1,0.999926,1,0.99999166,0.9997923,11.689814,8.479017
6,1,0.9999261,1,0.99955624,0.9983948,7.719864,6.432908
7,0,0.36532882,0,0.00058021804,0.99661344,-7.451526,5.6845474
8,1,0.9025474,1,0.99998236,0.39164045,10.942429,-0.44042176
9,1,0.99992454,1,0.9999815,0.96670693,10.896208,3.3685474
10,1,0.9999261,1,0.99967825,0.9994511,8.041406,7.50706
11,1,0.999926,1,0.9999722,0.99977213,10.492347,8.3865595
12,1,0.9999261,1,0.9995616,0.99968994,7.7318993,8.078186
13,1,0.9999262,1,0.99910885,0.99953914,7.022173,7.681772
14,1,0.99992573,1,0.99997604,0.9775289,10.637887,3.7728
15,1,0.9999261,1,0.9999558,0.99933225,10.024876,7.310974
16,1,0.9999261,1,0.9999945,0.9995944,12.118917,7.809602
17,1,0.9999261,1,0.99984086,0.9975465,8.745665,6.0077634
18,1,0.9999261,1,0.99994683,0.99915135,9.841742,7.070956
19,1,0.999926,1,0.99999,0.9997731,11.510278,8.390559
20,0,0.99990976,1,0.8986325,0.99350184,2.1821218,5.029718
21,0,0.36597413,0,0.0002491622,0.9984158,-8.297157,6.4461374
22,1,0.9999261,1,0.9999944,0.99940443,12.082847,7.4253345
23,1,0.999926,1,0.99999523,0.9997085,12.251652,8.140377
24,1,0.9999261,1,0.99993396,0.99711823,9.625362,5.8464656
25,1,0.9999261,1,0.99999106,0.99795294,11.620617,6.189311
26,0,0.00038204654,0,8.3064886e-05,0.0003796018,-9.395805,-7.876008
27,1,0.9999262,1,0.99998546,0.99542844,11.139535,5.383328
28,1,0.9999262,1,0.99995613,0.9922126,10.033478,4.84743
29,1,0.9999261,1,0.9999863,0.99923503,11.201131,7.174884
30,1,0.999926,1,0.9999846,0.99975985,11.079697,8.334076
31,1,0.9999273,1,0.98740166,0.9975223,4.3615084,5.997942
32,0,0.99940383,1,0.998694,0.7437731,6.6394644,1.0656729
33,1,0.9999261,1,0.9999758,0.9990741,10.62843,6.9838934
34,1,0.999926,1,0.99999225,0.9817893,11.77183,3.9873664
35,1,0.9998683,1,0.99968195,0.8666173,8.053025,1.8713756
36,1,0.9999262,1,0.9999492,0.9956246,9.887491,5.427368
37,1,0.9999262,1,0.9999912,0.9886141,11.645039,4.4639254
38,1,0.9999261,1,0.9999926,0.9996051,11.8124485,7.8365984
39,1,0.9999261,1,0.99992716,0.9995189,9.5275,7.6387806
40,1,0.9999261,1,0.99998486,0.9992422,11.098154,7.184313
41,1,0.691688,1,0.2675881,0.99944276,-1.0068942,7.491933
42,1,0.9999261,1,0.999933,0.99953544,9.611221,7.673866
43,1,0.9999254,1,0.9998995,0.9741945,9.204882,3.631027
44,1,0.9999261,1,0.99997306,0.99922264,10.519854,7.1587753
45,1,0.9997907,1,0.9999852,0.82197,11.122452,1.5297518
46,1,0.9999261,1,0.9999815,0.9983576,10.898895,6.4099817
47,1,0.99992645,1,0.99748373,0.99831665,5.982459,6.3852816
48,0,0.40071794,0,0.06283773,0.99774665,-2.7023008,6.09309
49,1,0.9999261,1,0.9999751,0.99905795,10.598864,6.966467
50,0,0.33110026,0,0.00014507788,0.9207843,-8.838095,2.453051
51,1,0.44345343,0,0.109876394,0.99915004,-2.0920043,7.069483
52,1,0.9999261,1,0.99998593,0.99953437,11.168293,7.671534
53,1,0.9999261,1,0.9999933,0.9968988,11.913856,5.7728553
54,1,0.9999262,1,0.99998784,0.99101603,11.320307,4.7032948
55,1,0.9999261,1,0.9993405,0.9991229,7.323367,7.0380034
56,1,0.9999261,1,0.99998975,0.9986307,11.482269,6.592098
57,1,0.9999261,1,0.99998033,0.9992949,10.83932,7.2564697
58,1,0.9999261,1,0.9999901,0.9996455,11.527976,7.944382
59,1,0.9999261,1,0.9999739,0.9995264,10.555067,7.6545386
60,1,0.9999261,1,0.99995565,0.9997749,10.024473,8.398645
61,1,0.9999261,1,0.99999523,0.99864644,12.253757,6.6036773
62,0,0.00037956453,0,0.007540361,0.00067306444,-4.879916,-7.302996
63,1,0.9999262,1,0.9999882,0.9964043,11.348792,5.6244183
64,1,0.9999254,1,0.9999664,0.9731852,10.299093,3.5916204
65,1,0.9999261,1,0.9999831,0.9986767,10.986333,6.626297
66,0,0.9999261,1,0.9999745,0.999688,10.57757,8.0723295
67,0,0.22755654,0,0.0011259655,0.74660444,-6.7879877,1.0805837
68,1,0.9999261,1,0.99984384,0.9993268,8.764323,7.3028507
69,1,0.9999261,1,0.99996233,0.9987424,10.18771,6.6772738
70,1,0.9999261,1,0.99997294,0.9993674,10.515874,7.365036
71,1,0.9999261,1,0.9998752,0.9997329,8.988365,8.227903
72,1,0.9999261,1,0.99997663,0.9985751,10.666801,6.5521884
73,1,0.9999262,1,0.99999344,0.9887121,11.937034,4.4726677
74,1,0.9999261,1,0.9999492,0.99973625,9.88838,8.240309
75,1,0.9999261,1,0.9999832,0.9993917,10.99687,7.4041166
76,1,0.00038393415,0,0.015125365,0.030410219,-4.1761413,-3.4620943
77,1,0.9999261,1,0.99997544,0.99921656,10.61412,7.1510696
78,1,0.9999261,1,0.9999912,0.98263586,11.634047,4.0358305
79,1,0.9999261,1,0.99997973,0.9984028,10.806522,6.4378653
80,0,0.9996408,1,0.7604837,0.9981725,1.1553332,6.3030205
81,1,0.999926,1,0.99999416,0.99986553,12.059828,8.914335
82,1,0.9999262,1,0.9999865,0.99557614,11.21444,5.416299
83,1,0.9999261,1,0.9998989,0.9995945,9.20009,7.81007
84,1,0.9999261,1,0.9999682,0.9988649,10.355907,6.779855
85,1,0.9999261,1,0.9999795,0.99914813,10.795906,7.067196
86,1,0.9999262,1,0.9999838,0.99596053,11.030732,5.5076027
87,1,0.9999261,1,0.9999025,0.99961805,9.235107,7.8698087
88,1,0.9999261,1,0.99998915,0.99957687,11.433426,7.7673054
89,0,0.00094397675,0,0.0043084137,0.17957193,-5.4428678,-1.5192504
90,1,0.9999261,1,0.9999751,0.99804866,10.601033,6.2372937
91,1,0.9999261,1,0.9999485,0.9990864,9.874023,6.997197
92,1,0.9999244,1,0.9999591,0.96613455,10.104991,3.3509068
93,1,0.9999261,1,0.9999931,0.9985072,11.884275,6.5056205
94,0,0.35652795,0,5.3217696e-05,0.9768098,-9.841066,3.7405612
95,1,0.9999244,1,0.99994886,0.96580315,9.88078,3.3408284
