index,label,pred,score,logit,text similarity,text_score,text_logit,image_score,image_logit
0,1,1,0.9916413,4.7760563,1.0000001192092896,0.9906142,4.6591206,0.9916413,4.7760572
1,0,1,0.9595138,3.165465,1.0,0.083193816,-2.399723,0.9595138,3.1654649
2,0,1,0.96483386,3.311872,1.0,0.06779412,-2.6210783,0.96483386,3.3118725
3,0,1,0.96006376,3.1797154,1.0,0.68680143,0.78520787,0.96006376,3.1797144
4,1,1,0.99351764,5.032167,0.9940431118011475,0.99351764,5.032168,0.99193406,4.812006
5,1,1,0.996626,5.6882825,0.9959784746170044,0.9960382,5.527091,0.996626,5.688278
6,1,1,0.99803203,6.2287846,1.0,0.9685763,3.4282672,0.99803203,6.2287745
7,0,1,0.98953176,4.5488853,1.0,0.044225648,-3.073217,0.98953176,4.548889
8,1,1,0.99536043,5.368484,0.9995334148406982,0.99536043,5.368494,0.9589783,3.1517673
9,1,1,0.9932609,4.99307,0.9952768683433533,0.9932609,4.993078,0.67298603,0.72172177
10,1,1,0.99753284,6.002219,1.0,0.98970735,4.5659823,0.99753284,6.0022073
11,1,1,0.9988306,6.7501087,1.000000238418579,0.98742735,4.3635807,0.9988306,6.750101
12,1,1,0.99337596,5.010403,0.9999999403953552,0.8041366,1.4123515,0.99337596,5.0104094
13,1,1,0.99530846,5.3572917,1.0,0.9893226,4.5288963,0.99530846,5.357293
14,1,1,0.98926455,4.5234103,0.9908139705657959,0.98926455,4.523404,0.98378354,4.10538
15,1,1,0.9925937,4.897991,0.9938639998435974,0.9925937,4.8979883,0.9891509,4.5127645
16,1,1,0.99826896,6.3573017,1.0000001192092896,0.99371934,5.0639706,0.99826896,6.3573284
17,1,1,0.9883853,4.443803,1.0,0.9263817,2.5323925,0.9883853,4.4437995
18,1,1,0.9960984,5.542459,1.0,0.9679584,3.4081538,0.9960984,5.5424767
19,1,1,0.99748117,5.9814377,1.0000001192092896,0.9959781,5.511972,0.99748117,5.98144
20,0,1,0.94338155,2.8131359,1.0,0.25400895,-1.0773442,0.94338155,2.813136
21,0,1,0.98967373,4.5626845,1.0,0.11123015,-2.0782368,0.98967373,4.562687
22,1,1,0.99548775,5.3964367,0.9923684597015381,0.9938306,5.0819736,0.99548775,5.3964386
23,1,1,0.9973521,5.931346,0.9853097796440125,0.9973521,5.931355,0.9970673,5.828866
24,1,1,0.9878034,4.394326,0.9952794313430786,0.9878034,4.3943267,0.67319006,0.72264886
25,1,1,0.99493474,5.280271,0.9808141589164734,0.99493474,5.280269,0.9850455,4.187676
26,0,0,0.059267454,-2.7645986,0.9966956973075867,0.059267454,-2.7645986,0.0052855136,-5.237486
27,1,1,0.9492131,2.9279947,0.9922765493392944,0.9492131,2.9279947,0.80326754,1.4068431
28,1,1,0.9834293,4.0834103,0.9844880104064941,0.9834293,4.083412,0.9413523,2.7757695
29,1,1,0.99598986,5.5149107,0.9897652864456177,0.99598986,5.514898,0.9932789,4.995756
30,1,1,0.9981462,6.2886496,1.0,0.99423367,5.1499305,0.9981462,6.2886457
31,1,1,0.9906448,4.662425,1.0,0.9323145,2.622798,0.9906448,4.662427
32,0,1,0.94338703,2.8132386,1.0,0.7504192,1.1008492,0.94338703,2.8132386
33,1,1,0.9930588,4.9633155,1.0,0.96584284,3.3420298,0.9930588,4.9633083
34,1,1,0.9875667,4.3748665,0.9910102486610413,0.9875667,4.374863,0.9860021,4.2547536
35,1,1,0.93054485,2.5950892,0.9942166209220886,0.93054485,2.5950894,0.90185046,2.2179563
36,1,1,0.9980313,6.2284203,1.0,0.99249226,4.884288,0.9980313,6.2284184
37,1,1,0.98536414,4.2095366,0.9957765936851501,0.98536414,4.2095366,0.31075877,-0.7965744
38,1,1,0.99643517,5.633066,1.0000001192092896,0.99399805,5.1096587,0.99643517,5.6330633
39,1,1,0.99405,5.1184006,1.0,0.9891073,4.508713,0.99405,5.1184025
40,1,1,0.99620324,5.569804,1.0000001192092896,0.99354595,5.036585,0.99620324,5.569815
41,1,1,0.98853207,4.4566665,1.0,0.5161808,0.06474581,0.98853207,4.456663
42,1,1,0.9822749,4.014889,0.935089647769928,0.9822749,4.0148907,0.9782581,3.8065314
43,1,1,0.846017,1.7036973,0.9941657185554504,0.784052,1.289438,0.846017,1.7036972
44,1,1,0.9916652,4.778944,0.983829915523529,0.9916652,4.77894,0.9389739,2.7334862
45,1,1,0.9832811,4.0743537,0.9914630651473999,0.9832811,4.0743523,0.9189753,2.4285052
46,1,1,0.99650204,5.652072,1.0000001192092896,0.9855644,4.2235165,0.99650204,5.652082
47,1,1,0.9848268,4.1729355,1.0,0.82876706,1.5769145,0.9848268,4.172938
48,0,1,0.994538,5.204465,1.0,0.9746757,3.65034,0.994538,5.2044754
49,1,1,0.98632115,4.2781315,0.9943658113479614,0.98632115,4.2781315,0.98301184,4.0581026
50,0,1,0.7152225,0.9208853,1.0,0.05703952,-2.80528,0.7152225,0.92088556
51,1,1,0.99098176,4.6994467,1.0,0.27163544,-0.9863409,0.99098176,4.699451
52,1,1,0.9985459,6.531903,1.000000238418579,0.99638474,5.6189694,0.9985459,6.531897
53,1,1,0.99817,6.3016176,0.9999999403953552,0.99711394,5.844963,0.99817,6.3016315
54,1,1,0.9932748,4.9951468,1.0000001192092896,0.9871142,4.3386617,0.9932748,4.9951386
55,1,1,0.99549145,5.3972597,1.0,0.92983717,2.5841906,0.99549145,5.397241
56,1,1,0.9756107,3.688918,1.0000001192092896,0.90365094,2.2384653,0.9756107,3.6889203
57,1,1,0.99389464,5.0924635,1.0,0.9834804,4.086549,0.99389464,5.092458
58,1,1,0.99558973,5.4194,1.0000001192092896,0.97427,3.6340299,0.99558973,5.419401
59,1,1,0.99696666,5.795053,0.978193998336792,0.99696666,5.7950644,0.9945018,5.1978264
60,1,1,0.9977055,6.0749516,1.0000001192092896,0.9879567,4.4071274,0.9977055,6.074962
61,1,1,0.99642557,5.630368,0.9950595498085022,0.99642557,5.6303806,0.9659105,3.3440814
62,0,0,0.4914823,-0.03407418,0.9908314347267151,0.4914823,-0.034074143,0.18012497,-1.515501
63,1,1,0.9776254,3.7772017,0.9976691603660583,0.94180274,2.783957,0.9776254,3.7772012
64,1,1,0.9826068,4.0341315,0.9686112403869629,0.9826068,4.03413,0.9665832,3.3647063
65,1,1,0.97231334,3.5587277,0.9897072911262512,0.96977127,3.4682689,0.97231334,3.558726
66,0,1,0.99765706,6.0540032,1.0,0.99673426,5.720973,0.99765706,6.054026
67,0,1,0.7507314,1.1025169,1.0,0.2271198,-1.2246464,0.7507314,1.1025169
68,1,1,0.995846,5.4795146,1.0,0.96729964,3.3871202,0.995846,5.4795136
69,1,1,0.9929014,4.9407315,0.9746088981628418,0.9929014,4.940737,0.9805915,3.9224448
70,1,1,0.9971004,5.840283,0.9999999403953552,0.98515064,4.1948347,0.9971004,5.84029
71,1,1,0.997329,5.9226265,1.0000001192092896,0.96681166,3.3718057,0.997329,5.9226108
72,1,1,0.9311335,2.604233,0.995073139667511,0.8675568,1.8795271,0.9311335,2.604233
73,1,1,0.9992073,7.139295,1.0000001192092896,0.99553394,5.406764,0.9992073,7.139223
74,1,1,0.9969951,5.8044987,1.0000001192092896,0.9934748,5.0255256,0.9969951,5.8045053
75,1,1,0.9954106,5.3794107,0.9945341944694519,0.9954106,5.3794107,0.9897098,4.5662203
76,1,1,0.8656921,1.8633941,0.9999998807907104,0.43708652,-0.25299478,0.8656921,1.863394
77,1,1,0.9957141,5.4481363,1.0,0.9754004,3.6801145,0.9957141,5.448133
78,1,1,0.9953257,5.360987,0.9900319576263428,0.9953257,5.360997,0.9942303,5.1493416
79,1,1,0.9927568,4.9204206,1.0,0.9828163,4.0464554,0.9927568,4.9204125
80,0,1,0.70434207,0.86806095,1.0,0.11372048,-2.053289,0.70434207,0.8680612
81,1,1,0.9965772,5.6738687,1.0,0.9946673,5.228549,0.9965772,5.6738553
82,1,1,0.99405575,5.1193686,0.9809931516647339,0.99405575,5.119372,0.9912503,4.7299366
83,1,1,0.9982627,6.3536863,1.0000001192092896,0.9721234,3.5516944,0.9982627,6.353697
84,1,1,0.9951604,5.326072,1.0000001192092896,0.9935015,5.0296574,0.9951604,5.3260813
85,1,1,0.98839265,4.444442,0.9850046038627625,0.98839265,4.444439,0.9806315,3.9245493
86,1,1,0.9874671,4.366787,0.9979862570762634,0.9874671,4.366782,0.98638356,4.282768
87,1,1,0.9988423,6.760161,1.0,0.9798075,3.8820465,0.9988423,6.7601633
