index,label,pred,score,logit
0,1,0,0.07529013,-2.508131
1,0,0,0.40102732,-0.4011864
2,0,1,0.9950034,5.293991
3,0,1,0.835257,1.6233528
4,1,0,0.001327567,-6.623079
5,1,0,0.0963563,-2.2383823
6,1,0,0.012421591,-4.3758197
7,0,1,0.99918014,7.1056466
8,1,0,0.09577404,-2.2450876
9,1,0,0.06815128,-2.6154406
10,1,0,0.0129716005,-4.3319364
11,1,0,0.0029130757,-5.8356285
12,1,0,0.0009902348,-6.916578
13,1,0,0.029451761,-3.4951074
14,1,0,0.009290207,-4.669461
15,1,0,0.058918417,-2.7708762
16,1,0,0.0041305455,-5.4852066
17,1,1,0.9800684,3.8953128
18,1,0,0.001752601,-6.3449
19,1,0,0.0008205609,-7.1047015
20,0,0,0.046825398,-3.0133724
21,0,0,0.0047269175,-5.349744
22,1,0,0.0008868716,-7.026923
23,1,0,0.036105774,-3.2845287
24,1,0,0.0005022822,-7.595846
25,1,0,0.031112371,-3.438543
26,0,0,0.0693071,-2.597382
27,1,0,0.0061955294,-5.0777125
28,1,0,0.014904425,-4.1910806
29,1,0,0.13550495,-1.8531375
30,1,0,0.001990204,-6.217526
31,1,0,0.00814641,-4.801998
32,0,0,0.17031336,-1.5834081
33,1,0,0.08129533,-2.4248762
34,1,0,0.05135469,-2.9162786
35,1,0,0.0375304,-3.2443511
36,1,0,0.0012823886,-6.6577477
37,1,0,0.056015395,-2.8244834
38,1,0,0.030743012,-3.4508672
39,1,0,0.011926985,-4.416953
40,1,0,0.0136152245,-4.282858
41,1,0,0.01653093,-4.085853
42,1,0,0.0010256569,-6.881396
43,1,0,0.007999825,-4.8203034
44,1,0,0.069519795,-2.5940893
45,1,0,0.20781745,-1.3381318
46,1,0,0.07258799,-2.5475984
47,1,0,0.0034137617,-5.676521
48,0,0,0.0073639257,-4.903771
49,1,0,0.12814972,-1.9174185
50,0,0,0.052252952,-2.8979912
51,1,0,0.014656719,-4.2080913
52,1,0,0.10326968,-2.1614113
53,1,0,0.21401864,-1.3008701
54,1,0,0.0023904697,-6.033872
55,1,0,0.0074521387,-4.891774
56,1,0,0.05844079,-2.7795231
57,1,0,0.0017177965,-6.3649936
58,1,0,0.004377076,-5.4269876
59,1,0,0.08210224,-2.4141207
60,1,0,0.014070737,-4.2494874
61,1,0,0.012959103,-4.332913
62,0,1,0.9829686,4.0555196
63,1,0,0.012582792,-4.3627625
64,1,0,0.020175349,-3.8829122
65,1,0,0.14324026,-1.7886342
66,0,1,0.9999733,10.532251
67,0,0,0.011911177,-4.4182954
68,1,0,0.00012158443,-9.01478
69,1,0,0.046340153,-3.0242982
70,1,0,0.0004234336,-7.7666903
71,1,0,0.05194431,-2.904241
72,1,0,0.15640964,-1.6851885
73,1,0,0.018391278,-3.9773164
74,1,0,0.008132682,-4.8036985
75,1,0,0.007203916,-4.9259005
