index,label,pred,score,logit,text similarity,text_score,text_logit,image_score,image_logit,hotflip_flips
0,1,1,0.99993384,9.622648,1.0000001192092896,0.99993384,9.622648,0.99993384,9.622648,0
1,0,0,0.0002341577,-8.359282,1.0,0.0002341577,-8.359282,0.0002341577,-8.359282,0
2,0,0,0.019351663,-3.9254355,1.0,0.019351663,-3.9254355,0.019351663,-3.9254355,0
3,0,0,7.413108e-05,-9.509602,1.000000238418579,7.413108e-05,-9.509602,7.413108e-05,-9.509602,0
4,1,1,0.95940256,3.162605,1.0000001192092896,0.95940256,3.162605,0.95940256,3.162605,0
5,1,1,0.99995255,9.955202,1.0,0.99995255,9.955202,0.99995255,9.955202,0
6,1,1,0.99992037,9.437396,1.0000001192092896,0.99992037,9.437396,0.99992037,9.437396,0
7,0,0,0.16214854,-1.642328,1.0,0.16214854,-1.642328,0.16214854,-1.642328,0
8,1,1,0.99753785,6.0042734,0.9999999403953552,0.99753785,6.0042734,0.99753785,6.0042734,0
9,1,1,0.9343912,2.6561856,1.0,0.9343912,2.6561856,0.9343912,2.6561856,0
10,1,1,0.9999305,9.573728,1.0000001192092896,0.9999305,9.573728,0.9999305,9.573728,0
11,1,1,0.999926,9.510629,1.0000001192092896,0.999926,9.510629,0.999926,9.510629,0
12,1,1,0.999818,8.611561,1.0000001192092896,0.999818,8.611561,0.999818,8.611561,0
13,1,1,0.9999237,9.481398,1.0,0.9999237,9.481398,0.9999237,9.481398,0
14,1,1,0.99983096,8.685558,1.000000238418579,0.99983096,8.685558,0.99983096,8.685558,0
15,1,1,0.9998486,8.795808,1.0000001192092896,0.9998486,8.795808,0.9998486,8.795808,0
16,1,1,0.99992204,9.459934,1.000000238418579,0.99992204,9.459934,0.99992204,9.459934,0
17,1,1,0.9999094,9.308557,1.0,0.9999094,9.308557,0.9999094,9.308557,0
18,1,1,0.99932146,7.2948756,1.0,0.99932146,7.2948756,0.99932146,7.2948756,0
19,1,1,0.99942553,7.4614687,0.9999998807907104,0.99942553,7.4614687,0.99942553,7.4614687,0
20,0,0,0.00024805716,-8.301603,1.0,0.00024805716,-8.301603,0.00024805716,-8.301603,0
21,0,0,5.2757772e-05,-9.849747,1.0000001192092896,5.2757772e-05,-9.849747,5.2757772e-05,-9.849747,0
22,1,1,0.55063355,0.20323071,1.0,0.55063355,0.20323071,0.55063355,0.20323071,0
23,1,1,0.999853,8.824815,1.0,0.999853,8.824815,0.999853,8.824815,0
24,1,0,0.22865178,-1.2159398,1.0,0.22865178,-1.2159398,0.22865178,-1.2159398,0
25,1,1,0.999858,8.859497,0.9999998211860657,0.999858,8.859497,0.999858,8.859497,0
26,0,0,4.846044e-05,-9.934714,1.0,4.846044e-05,-9.934714,4.846044e-05,-9.934714,0
27,1,0,0.27833983,-0.9527116,1.0,0.27833983,-0.9527116,0.27833983,-0.9527116,0
28,1,1,0.9995795,7.7737217,1.0,0.9995795,7.7737217,0.9995795,7.7737217,0
29,1,1,0.99974066,8.257186,1.0000001192092896,0.99974066,8.257186,0.99974066,8.257186,0
30,1,1,0.9997993,8.513245,1.0000001192092896,0.9997993,8.513245,0.9997993,8.513245,0
31,1,1,0.99991345,9.354332,1.0,0.99991345,9.354332,0.99991345,9.354332,0
32,0,0,7.488606e-05,-9.499468,0.9999999403953552,7.488606e-05,-9.499468,7.488606e-05,-9.499468,0
33,1,1,0.9999107,9.323919,1.0,0.9999107,9.323919,0.9999107,9.323919,0
34,1,1,0.9995827,7.7813144,1.0,0.9995827,7.7813144,0.9995827,7.7813144,0
35,1,1,0.99664575,5.694191,1.0000001192092896,0.99664575,5.694191,0.99664575,5.694191,0
36,1,0,0.09758748,-2.2243226,1.0,0.09758748,-2.2243226,0.09758748,-2.2243226,0
37,1,0,0.45211306,-0.19213666,1.0,0.45211306,-0.19213666,0.45211306,-0.19213666,0
38,1,1,0.9959934,5.515807,1.0,0.9959934,5.515807,0.9959934,5.515807,0
39,1,1,0.9998914,9.127638,1.0000001192092896,0.9998914,9.127638,0.9998914,9.127638,0
40,1,1,0.9998511,8.811996,1.0000001192092896,0.9998511,8.811996,0.9998511,8.811996,0
41,1,1,0.9994406,7.488174,0.9999998807907104,0.9994406,7.488174,0.9994406,7.488174,0
42,1,1,0.9495395,2.9347854,1.0000001192092896,0.9495395,2.9347854,0.9495395,2.9347854,0
43,1,1,0.9893449,4.5310044,1.0000001192092896,0.9893449,4.5310044,0.9893449,4.5310044,0
44,1,1,0.99965405,7.9688087,1.0,0.99965405,7.9688087,0.99965405,7.9688087,0
45,1,1,0.9998568,8.851873,1.0,0.9998568,8.851873,0.9998568,8.851873,0
46,1,1,0.9999231,9.473504,1.0,0.9999231,9.473504,0.9999231,9.473504,0
47,1,1,0.9973464,5.9291778,1.0,0.9973464,5.9291778,0.9973464,5.9291778,0
48,0,0,9.364323e-05,-9.275925,1.0000001192092896,9.364323e-05,-9.275925,9.364323e-05,-9.275925,0
49,1,1,0.9976221,6.039164,0.9999999403953552,0.9976221,6.039164,0.9976221,6.039164,0
50,0,0,4.0211788e-05,-10.12131,1.0000001192092896,4.0211788e-05,-10.12131,4.0211788e-05,-10.12131,0
51,1,1,0.9998627,8.893251,1.0,0.9998627,8.893251,0.9998627,8.893251,0
52,1,1,0.9999372,9.675607,1.0,0.9999372,9.675607,0.9999372,9.675607,0
53,1,1,0.9995766,7.766884,1.0000001192092896,0.9995766,7.766884,0.9995766,7.766884,0
54,1,1,0.99490345,5.2740746,1.0000001192092896,0.99490345,5.2740746,0.99490345,5.2740746,0
55,1,1,0.77535963,1.2388262,1.000000238418579,0.77535963,1.2388262,0.77535963,1.2388262,0
56,1,1,0.9796918,3.876214,1.0000001192092896,0.9796918,3.876214,0.9796918,3.876214,0
57,1,0,0.1673132,-1.6047901,1.0,0.1673132,-1.6047901,0.1673132,-1.6047901,0
58,1,1,0.99989176,9.130659,1.0000001192092896,0.99989176,9.130659,0.99989176,9.130659,0
59,1,1,0.9996716,8.02076,1.0000001192092896,0.9996716,8.02076,0.9996716,8.02076,0
60,1,1,0.9998838,9.059476,0.9999999403953552,0.9998838,9.059476,0.9998838,9.059476,0
61,1,1,0.9864153,4.2851353,1.0,0.9864153,4.2851353,0.9864153,4.2851353,0
62,0,0,4.778926e-05,-9.948662,1.0000001192092896,4.778926e-05,-9.948662,4.778926e-05,-9.948662,0
63,1,1,0.99953914,7.681818,1.0000001192092896,0.99953914,7.681818,0.99953914,7.681818,0
64,1,1,0.9861015,4.261985,1.0,0.9861015,4.261985,0.9861015,4.261985,0
65,1,1,0.9998783,9.013803,1.0000001192092896,0.9998783,9.013803,0.9998783,9.013803,0
66,0,1,0.93600166,2.6827607,1.0,0.93600166,2.6827607,0.93600166,2.6827607,0
67,0,0,0.00013367292,-8.919981,1.0000001192092896,0.00013367292,-8.919981,0.00013367292,-8.919981,0
68,1,1,0.97430056,3.6352506,1.0,0.97430056,3.6352506,0.97430056,3.6352506,0
69,1,1,0.9997143,8.16058,1.0,0.9997143,8.16058,0.9997143,8.16058,0
70,1,1,0.62435406,0.5080707,1.0,0.62435406,0.5080707,0.62435406,0.5080707,0
71,1,1,0.9998933,9.145805,1.0000001192092896,0.9998933,9.145805,0.9998933,9.145805,0
72,1,1,0.99994695,9.843446,1.0000001192092896,0.99994695,9.843446,0.99994695,9.843446,0
73,1,1,0.9999131,9.351361,1.0000001192092896,0.9999131,9.351361,0.9999131,9.351361,0
74,1,1,0.9999157,9.3817,1.0000001192092896,0.9999157,9.3817,0.9999157,9.3817,0
75,1,1,0.99958235,7.7805133,1.0000001192092896,0.99958235,7.7805133,0.99958235,7.7805133,0
76,1,1,0.9907231,4.6709023,1.0000001192092896,0.9907231,4.6709023,0.9907231,4.6709023,0
77,1,1,0.99944216,7.4908314,1.0,0.99944216,7.4908314,0.99944216,7.4908314,0
78,1,1,0.99990153,9.226096,1.0,0.99990153,9.226096,0.99990153,9.226096,0
79,1,1,0.9999249,9.496336,0.9999999403953552,0.9999249,9.496336,0.9999249,9.496336,0
80,0,0,0.021748634,-3.8062158,1.0,0.021748634,-3.8062158,0.021748634,-3.8062158,0
81,1,1,0.9999391,9.705102,1.0,0.9999391,9.705102,0.9999391,9.705102,0
82,1,1,0.9994597,7.522804,1.0000001192092896,0.9994597,7.522804,0.9994597,7.522804,0
83,1,1,0.9999536,9.977945,0.9999999403953552,0.9999536,9.977945,0.9999536,9.977945,0
84,1,1,0.99986804,8.933069,1.0,0.99986804,8.933069,0.99986804,8.933069,0
85,1,1,0.9999361,9.658667,0.9999998807907104,0.9999361,9.658667,0.9999361,9.658667,0
86,1,0,0.39782727,-0.41452655,1.0,0.39782727,-0.41452655,0.39782727,-0.41452655,0
87,1,1,0.9999497,9.897463,1.0,0.9999497,9.897463,0.9999497,9.897463,0
88,1,1,0.9978156,6.124215,1.0000001192092896,0.9978156,6.124215,0.9978156,6.124215,0
89,0,0,1.4997348e-05,-11.107622,1.0,1.4997348e-05,-11.107622,1.4997348e-05,-11.107622,0
90,1,1,0.9998292,8.674816,0.9999998807907104,0.9998292,8.674816,0.9998292,8.674816,0
91,1,1,0.9999472,9.848057,1.0000001192092896,0.9999472,9.848057,0.9999472,9.848057,0
92,1,1,0.8586613,1.804215,1.0000001192092896,0.8586613,1.804215,0.8586613,1.804215,0
93,1,1,0.94036037,2.7579427,1.0000001192092896,0.94036037,2.7579427,0.94036037,2.7579427,0
94,0,0,9.3169474e-05,-9.280997,0.9999998807907104,9.3169474e-05,-9.280997,9.3169474e-05,-9.280997,0
95,1,1,0.992335,4.8634067,1.0,0.992335,4.8634067,0.992335,4.8634067,0
96,1,1,0.99991167,9.3349,1.0000001192092896,0.99991167,9.3349,0.99991167,9.3349,0
97,1,1,0.99868864,6.63536,1.0000001192092896,0.99868864,6.63536,0.99868864,6.63536,0
98,1,1,0.99926656,7.217072,1.0,0.99926656,7.217072,0.99926656,7.217072,0
